Link,Line,Dir,Order,From NLC,From ASC,From Station,To NLC,To ASC,To Station,Total,Early,AM Peak,Midday,PM Peak,Evening,Late,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
KXXu_NOR_SB>ANGu_NOR_SB@NOR,Northern,SB,34,625,KXXu,King's Cross St. Pancras,507,ANGu,Angel,378,18,64,121,69,62,44,0,0,0,1,3,4,5,5,5,5,5,5,5,6,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGu_NOR_SB>OLDu_NOR_SB@NOR,Northern,SB,35,507,ANGu,Angel,665,OLDu,Old Street,378,17,65,120,69,62,45,0,0,0,1,3,3,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLDu_NOR_SB>MGTu_NOR_SB@NOR,Northern,SB,36,665,OLDu,Old Street,645,MGTu,Moorgate,378,16,65,120,69,62,46,0,0,0,1,2,3,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGTu_NOR_SB>BNKu_NOR_SB@NOR,Northern,SB,37,645,MGTu,Moorgate,513,BNKu,Bank and Monument,378,16,64,120,70,62,46,0,0,0,1,2,3,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNKu_NOR_SB>LONu_NOR_SB@NOR,Northern,SB,38,513,BNKu,Bank and Monument,635,LONu,London Bridge LU,378,15,65,120,69,62,47,0,0,0,1,2,3,4,5,5,5,5,5,5,6,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONu_NOR_SB>BORu_NOR_SB@NOR,Northern,SB,39,635,LONu,London Bridge LU,525,BORu,Borough,378,14,65,120,69,62,48,0,0,0,0,2,3,4,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BORu_NOR_SB>ELEu_NOR_SB@NOR,Northern,SB,40,525,BORu,Borough,570,ELEu,Elephant & Castle LU,378,14,64,121,68,63,48,0,0,0,0,2,3,4,5,5,5,5,5,5,5,6,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELEu_NOR_SB>KENu_NORb_SB@NOR,Northern,SB,41,570,ELEu,Elephant & Castle LU,616,KENu,Kennington,378,13,65,120,68,63,49,0,0,0,0,2,3,3,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENu_NORb_SB>NIEu_NOR_SB@NOR,Northern,SB,42,616,KENu,Kennington,831,NIEu,Nine Elms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENu_NORx_SB>NIEu_NOR_SB@NOR,Northern,SB,42,616,KENu,Kennington,831,NIEu,Nine Elms,196,8,35,60,35,31,27,0,0,1,1,2,1,2,1,3,2,3,3,3,4,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIEu_NOR_SB>BPSu_NOR_SB@NOR,Northern,SB,43,831,NIEu,Nine Elms,832,BPSu,Battersea Power Station,196,8,35,60,34,32,27,0,0,1,1,2,1,2,1,2,3,2,3,4,3,4,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVLu_NOR_SB>STKu_NOR_SB@NOR,Northern,SB,44,668,OVLu,Oval,716,STKu,Stockwell,422,14,80,121,81,69,57,0,0,0,0,2,3,3,6,6,6,7,7,6,7,7,7,7,8,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,7,8,7,8,7,8,7,8,7,7,7,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STKu_NOR_SB>CPNu_NOR_SB@NOR,Northern,SB,45,716,STKu,Stockwell,548,CPNu,Clapham North,422,13,80,121,81,69,58,0,0,0,0,2,2,3,6,6,6,7,7,6,7,6,8,7,8,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,7,8,7,8,7,8,7,8,7,7,7,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNu_NOR_SB>CPCu_NOR_SB@NOR,Northern,SB,46,548,CPNu,Clapham North,547,CPCu,Clapham Common,422,13,80,121,80,70,58,0,0,0,0,2,2,3,6,6,6,6,7,7,6,7,7,8,7,7,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,8,7,8,7,8,7,8,7,8,7,7,7,5,5,5,5,5,5,6,5,5,5,5,6,5,6,5,6,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPCu_NOR_SB>CPSu_NOR_SB@NOR,Northern,SB,47,547,CPCu,Clapham Common,549,CPSu,Clapham South,422,12,80,121,81,69,59,0,0,0,0,2,2,3,5,6,6,7,6,7,6,7,7,8,7,8,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,7,7,8,7,8,8,7,8,7,7,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,6,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPSu_NOR_SB>BALu_NOR_SB@NOR,Northern,SB,48,549,CPSu,Clapham South,512,BALu,Balham LU,422,11,80,121,81,69,60,0,0,0,0,1,2,3,5,7,5,7,7,6,7,6,7,8,7,8,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,7,7,8,7,8,8,7,8,7,7,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,7,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALu_NOR_SB>TBEu_NOR_SB@NOR,Northern,SB,49,512,BALu,Balham LU,726,TBEu,Tooting Bec,422,10,80,122,80,70,60,0,0,0,0,1,2,3,4,7,6,6,7,6,7,6,7,8,7,8,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,7,7,8,7,8,8,7,8,7,7,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBEu_NOR_SB>TBYu_NOR_SB@NOR,Northern,SB,50,726,TBEu,Tooting Bec,727,TBYu,Tooting Broadway,422,10,80,121,80,70,61,0,0,0,0,1,2,3,4,6,6,6,7,6,7,7,7,7,8,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,7,8,7,8,7,8,7,8,7,7,6,5,5,5,5,5,5,5,5,5,5,6,5,6,5,6,6,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBYu_NOR_SB>CLWu_NOR_SB@NOR,Northern,SB,51,727,TBYu,Tooting Broadway,552,CLWu,Colliers Wood,422,9,80,121,80,70,62,0,0,0,0,0,2,3,4,6,6,6,7,7,6,7,7,7,8,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,7,8,7,8,7,8,7,8,7,7,6,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLWu_NOR_SB>SWMu_NOR_SB@NOR,Northern,SB,52,552,CLWu,Colliers Wood,711,SWMu,South Wimbledon,422,8,80,122,79,71,62,0,0,0,0,0,2,3,3,6,6,6,7,7,6,7,7,7,8,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,7,8,7,8,7,8,7,8,7,7,7,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWMu_NOR_SB>MORu_NOR_SB@NOR,Northern,SB,53,711,SWMu,South Wimbledon,647,MORu,Morden,422,7,81,121,78,72,63,0,0,0,0,0,2,2,3,6,6,6,7,6,7,7,6,8,7,8,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,7,8,7,8,7,8,8,7,7,7,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UXBu_MET_SB>HDNu_MET_SB@PIC,Piccadilly,EB,1,740,UXBu,Uxbridge,606,HDNu,Hillingdon,78,6,19,18,14,13,8,0,1,0,0,0,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDNu_MET_SB>ICKu_MET_SB@PIC,Piccadilly,EB,2,606,HDNu,Hillingdon,615,ICKu,Ickenham,78,5,20,18,14,13,8,0,1,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICKu_MET_SB>RUIu_MET_SB@PIC,Piccadilly,EB,3,615,ICKu,Ickenham,691,RUIu,Ruislip,78,5,20,18,14,13,8,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,1,2,2,2,1,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUIu_MET_SB>RUMu_MET_SB@PIC,Piccadilly,EB,4,691,RUIu,Ruislip,693,RUMu,Ruislip Manor,79,5,20,19,13,14,8,0,1,0,0,0,0,2,2,1,2,2,3,1,2,2,3,1,1,1,1,1,0,1,1,1,0,1,1,2,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUMu_MET_SB>ETEu_MET_SB@PIC,Piccadilly,EB,5,693,RUMu,Ruislip Manor,564,ETEu,Eastcote,79,5,20,19,13,14,8,0,1,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,1,0,1,1,2,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,3,1,2,2,2,2,0,2,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETEu_MET_SB>RAYu_MET_SB@PIC,Piccadilly,EB,6,564,ETEu,Eastcote,683,RAYu,Rayners Lane,79,5,20,19,13,14,8,0,0,1,0,0,0,1,3,1,2,2,2,2,2,2,2,1,2,1,1,1,0,1,1,1,0,1,1,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,2,2,2,1,3,1,1,1,2,0,2,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAYu_MET_SB>SHRu_PIC_EB@PIC,Piccadilly,EB,7,683,RAYu,Rayners Lane,707,SHRu,South Harrow,140,11,32,38,24,22,13,0,0,1,2,1,1,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,1,3,3,3,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRu_PIC_EB>SHLu_PIC_EB@PIC,Piccadilly,EB,8,707,SHRu,South Harrow,720,SHLu,Sudbury Hill,141,11,33,37,24,22,14,0,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,3,2,2,3,3,3,1,3,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHLu_PIC_EB>STNu_PIC_EB@PIC,Piccadilly,EB,9,720,SHLu,Sudbury Hill,721,STNu,Sudbury Town,141,11,32,38,24,22,14,0,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,3,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,2,3,3,3,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STNu_PIC_EB>ALPu_PIC_EB@PIC,Piccadilly,EB,10,721,STNu,Sudbury Town,505,ALPu,Alperton,141,10,33,38,23,23,14,0,1,1,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,3,1,4,2,3,2,2,2,1,3,2,1,2,2,1,2,1,2,1,2,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPu_PIC_EB>PRYu_PIC_EB@PIC,Piccadilly,EB,11,505,ALPu,Alperton,671,PRYu,Park Royal,141,10,33,38,23,23,14,0,1,1,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,2,2,3,3,3,1,3,1,2,3,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRYu_PIC_EB>NELu_PIC_EB@PIC,Piccadilly,EB,12,671,PRYu,Park Royal,654,NELu,North Ealing,141,9,33,38,23,23,15,0,1,0,1,2,1,1,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NELu_PIC_EB>ECMu_PIC_EB@PIC,Piccadilly,EB,13,654,NELu,North Ealing,561,ECMu,Ealing Common,141,9,33,38,23,23,15,0,1,0,1,1,2,1,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,3,1,2,1,2,1,2,1,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECMu_PIC_EB>ACTu_PIC_EB@PIC,Piccadilly,EB,14,561,ECMu,Ealing Common,500,ACTu,Acton Town,141,8,34,38,22,24,15,0,0,1,1,1,2,1,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,3,3,3,1,3,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRVu_PIC_EB>HRCu_PIC_EB@PIC,Piccadilly,EB,15,783,HRVu,Heathrow Terminal 5 LU,780,HRCu,Heathrow Terminals 123 LU,112,8,18,36,18,18,14,0,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRFu_PIC_WB>HRCu_PIC_EB@PIC,Piccadilly,EB,16,781,HRFu,Heathrow Terminal 4 LU,780,HRCu,Heathrow Terminals 123 LU,112,9,18,36,18,18,13,1,1,0,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRCu_PIC_EB>HTXu_PIC_EB@PIC,Piccadilly,EB,17,780,HRCu,Heathrow Terminals 123 LU,779,HTXu,Hatton Cross,224,16,36,72,36,36,28,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTXu_PIC_EB>HNWu_PIC_EB@PIC,Piccadilly,EB,18,779,HTXu,Hatton Cross,613,HNWu,Hounslow West,224,15,36,72,36,36,29,0,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNWu_PIC_EB>HNCu_PIC_EB@PIC,Piccadilly,EB,19,613,HNWu,Hounslow West,611,HNCu,Hounslow Central,224,15,36,72,36,36,29,0,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNCu_PIC_EB>HNEu_PIC_EB@PIC,Piccadilly,EB,20,611,HNCu,Hounslow Central,612,HNEu,Hounslow East,224,14,36,72,36,36,30,0,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNEu_PIC_EB>OSTu_PIC_EB@PIC,Piccadilly,EB,21,612,HNEu,Hounslow East,667,OSTu,Osterley,224,14,36,72,36,36,30,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTu_PIC_EB>BOSu_PIC_EB@PIC,Piccadilly,EB,22,667,OSTu,Osterley,526,BOSu,Boston Manor,224,13,36,72,37,35,31,0,1,1,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOSu_PIC_EB>NFDu_PIC_EB@PIC,Piccadilly,EB,23,526,BOSu,Boston Manor,655,NFDu,Northfields,225,14,36,72,36,36,31,0,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFDu_PIC_EB>SELu_PIC_EB@PIC,Piccadilly,EB,24,655,NFDu,Northfields,704,SELu,South Ealing,264,14,39,91,48,40,32,0,1,3,1,2,1,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,4,5,4,5,4,5,4,5,4,4,4,3,3,3,3,4,3,3,4,3,3,4,3,4,3,3,4,4,3,4,4,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SELu_PIC_EB>ACTu_PIC_EB@PIC,Piccadilly,EB,25,704,SELu,South Ealing,500,ACTu,Acton Town,264,14,39,90,49,40,32,0,1,2,2,2,1,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,3,5,4,5,4,5,4,5,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,4,4,3,4,4,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTu_PIC_EB>TGRu_PIC_EB@PIC,Piccadilly,EB,26,500,ACTu,Acton Town,734,TGRu,Turnham Green,399,20,72,128,72,64,43,0,1,2,2,3,3,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6,4,6,5,5,5,6,5,6,5,5,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGRu_PIC_EB>HMDu_PIC_EB@PIC,Piccadilly,EB,27,734,TGRu,Turnham Green,593,HMDu,Hammersmith (DIS),399,19,72,128,72,64,44,0,1,1,3,2,3,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,6,5,5,5,5,6,5,5,6,5,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,6,5,5,5,6,5,5,6,5,5,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMDu_PIC_EB>BCTu_PIC_EB@PIC,Piccadilly,EB,28,593,HMDu,Hammersmith (DIS),516,BCTu,Barons Court,398,17,72,129,72,64,44,0,0,2,2,2,3,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
