Link,Line,Dir,Order,From NLC,From ASC,From Station,To NLC,To ASC,To Station,Total,Early,AM Peak,Midday,PM Peak,Evening,Late,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
FYCu_NOR_NB>WFYu_NOR_NB@NOR,Northern,NB,41,578,FYCu,Finchley Central,756,WFYu,West Finchley,304,15,53,96,50,49,41,0,0,1,1,3,2,4,4,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4,3,4,4,3,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFYu_NOR_NB>WSPu_NOR_NB@NOR,Northern,NB,42,756,WFYu,West Finchley,771,WSPu,Woodside Park,304,14,53,96,50,49,42,0,0,0,2,3,2,3,4,4,4,6,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSPu_NOR_NB>TOTu_NOR_NB@NOR,Northern,NB,43,771,WSPu,Woodside Park,730,TOTu,Totteridge & Whetstone,304,14,53,96,50,49,42,0,0,0,2,2,3,3,4,4,4,5,5,5,4,4,4,5,3,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,4,3,4,3,4,5,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTu_NOR_NB>HBTu_NOR_NB@NOR,Northern,NB,44,730,TOTu,Totteridge & Whetstone,602,HBTu,High Barnet,304,13,53,96,50,49,43,0,0,0,1,2,3,4,3,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,6,4,3,4,3,4,3,5,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNu_NORe_NB>CHFu_NOR_NB@NOR,Northern,NB,45,535,CTNu,Camden Town (Edgware),540,CHFu,Chalk Farm,379,14,65,122,66,63,49,0,0,0,1,2,3,3,5,4,5,5,4,5,6,6,6,7,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHFu_NOR_NB>BPKu_NOR_NB@NOR,Northern,NB,46,540,CHFu,Chalk Farm,519,BPKu,Belsize Park,379,13,66,121,67,62,50,0,0,0,0,3,2,4,4,5,4,5,5,5,5,7,5,7,7,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPKu_NOR_NB>HMPu_NOR_NB@NOR,Northern,NB,47,519,BPKu,Belsize Park,594,HMPu,Hampstead,379,13,65,122,66,63,50,0,0,0,0,2,3,4,4,4,5,4,5,5,5,7,6,6,7,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMPu_NOR_NB>GGRu_NOR_NB@NOR,Northern,NB,48,594,HMPu,Hampstead,584,GGRu,Golders Green,379,12,65,122,66,63,51,0,0,0,0,2,3,3,4,4,5,5,5,4,6,6,6,6,7,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGRu_NOR_NB>BTXu_NOR_NB@NOR,Northern,NB,49,584,GGRu,Golders Green,529,BTXu,Brent Cross,359,18,58,119,58,60,46,1,1,1,2,3,3,2,5,4,4,5,5,5,5,5,5,4,6,5,5,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTXu_NOR_NB>HNDu_NOR_NB@NOR,Northern,NB,50,529,BTXu,Brent Cross,601,HNDu,Hendon Central,359,17,58,120,57,61,46,0,2,1,1,3,4,2,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNDu_NOR_NB>COLu_NOR_NB@NOR,Northern,NB,51,601,HNDu,Hendon Central,551,COLu,Colindale,359,17,58,119,58,60,47,0,1,2,1,3,3,3,4,4,4,5,5,5,5,4,5,5,6,4,6,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,6,5,5,5,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLu_NOR_NB>BURu_NOR_NB@NOR,Northern,NB,52,551,COLu,Colindale,532,BURu,Burnt Oak,359,16,57,120,58,60,48,0,1,1,2,2,4,2,4,4,4,5,4,5,6,4,5,5,6,5,4,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURu_NOR_NB>EDGu_NOR_NB@NOR,Northern,NB,53,532,BURu,Burnt Oak,568,EDGu,Edgware,359,15,58,119,58,60,49,0,1,1,2,1,4,3,3,4,4,5,4,5,5,5,6,5,4,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDGu_NOR_SB>BURu_NOR_SB@NOR,Northern,SB,1,568,EDGu,Edgware,532,BURu,Burnt Oak,359,21,61,120,58,60,39,0,1,2,3,3,4,4,4,4,5,5,6,6,6,5,4,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURu_NOR_SB>COLu_NOR_SB@NOR,Northern,SB,2,532,BURu,Burnt Oak,551,COLu,Colindale,359,20,62,120,57,61,39,0,1,1,3,4,3,4,4,4,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,5,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLu_NOR_SB>HNDu_NOR_SB@NOR,Northern,SB,3,551,COLu,Colindale,601,HNDu,Hendon Central,359,19,62,120,57,61,40,0,1,1,3,3,3,4,4,4,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNDu_NOR_SB>BTXu_NOR_SB@NOR,Northern,SB,4,601,HNDu,Hendon Central,529,BTXu,Brent Cross,359,19,61,120,57,61,41,0,0,2,2,4,3,4,4,3,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,5,4,4,4,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTXu_NOR_SB>GGRu_NOR_SB@NOR,Northern,SB,5,529,BTXu,Brent Cross,584,GGRu,Golders Green,359,18,61,120,58,60,42,0,0,2,2,3,4,4,3,4,5,5,5,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,5,4,5,4,5,4,6,6,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGRu_NOR_SB>HMPu_NOR_SB@NOR,Northern,SB,6,584,GGRu,Golders Green,594,HMPu,Hampstead,365,20,62,120,63,60,40,0,0,2,3,3,3,5,4,3,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMPu_NOR_SB>BPKu_NOR_SB@NOR,Northern,SB,7,594,HMPu,Hampstead,519,BPKu,Belsize Park,379,23,65,120,70,60,41,0,0,1,3,4,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPKu_NOR_SB>CHFu_NOR_SB@NOR,Northern,SB,8,519,BPKu,Belsize Park,540,CHFu,Chalk Farm,379,23,64,120,71,59,42,0,0,1,3,3,6,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHFu_NOR_SB>CTNu_NORe_SB@NOR,Northern,SB,9,540,CHFu,Chalk Farm,535,CTNu,Camden Town,379,22,65,120,70,60,42,0,0,1,3,3,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBTu_NOR_SB>TOTu_NOR_SB@NOR,Northern,SB,10,602,HBTu,High Barnet,730,TOTu,Totteridge & Whetstone,305,18,52,97,50,49,39,0,1,2,2,2,4,4,3,5,3,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,3,4,3,4,3,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTu_NOR_SB>WSPu_NOR_SB@NOR,Northern,SB,11,730,TOTu,Totteridge & Whetstone,771,WSPu,Woodside Park,305,17,52,97,50,49,40,0,1,1,2,3,3,4,3,4,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,4,4,3,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSPu_NOR_SB>WFYu_NOR_SB@NOR,Northern,SB,12,771,WSPu,Woodside Park,756,WFYu,West Finchley,305,17,51,97,50,49,41,0,1,1,2,2,3,4,4,4,4,4,4,5,5,5,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,3,4,4,3,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFYu_NOR_SB>FYCu_NOR_SB@NOR,Northern,SB,13,756,WFYu,West Finchley,578,FYCu,Finchley Central,305,17,50,98,50,49,41,0,1,1,2,2,3,4,4,3,4,4,5,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,4,4,3,4,3,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MHEu_NOR_SB>FYCu_NOR_SB@NOR,Northern,SB,14,643,MHEu,Mill Hill East,578,FYCu,Finchley Central,86,7,16,24,13,13,13,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYCu_NOR_SB>EFYu_NOR_SB@NOR,Northern,SB,15,578,FYCu,Finchley Central,565,EFYu,East Finchley,395,22,67,122,69,63,52,0,0,2,3,3,4,5,5,5,5,5,6,6,6,6,6,5,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,6,6,6,6,6,5,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,6,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFYu_NOR_SB>HIGu_NOR_SB@NOR,Northern,SB,16,565,EFYu,East Finchley,604,HIGu,Highgate,376,21,65,120,69,61,40,0,0,1,3,3,4,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGu_NOR_SB>ARCu_NOR_SB@NOR,Northern,SB,17,604,HIGu,Highgate,508,ARCu,Archway,376,20,65,120,69,61,41,0,0,1,3,3,3,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCu_NOR_SB>TPKu_NOR_SB@NOR,Northern,SB,18,508,ARCu,Archway,733,TPKu,Tufnell Park,376,19,65,120,69,61,42,0,0,1,2,3,4,4,5,5,5,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPKu_NOR_SB>KTNu_NOR_SB@NOR,Northern,SB,19,733,TPKu,Tufnell Park,619,KTNu,Kentish Town,376,19,65,120,69,61,42,0,0,1,2,3,3,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTNu_NOR_SB>CTNu_NORh_SB@NOR,Northern,SB,20,619,KTNu,Kentish Town,535,CTNu,Camden Town,376,18,65,120,69,61,43,0,0,1,2,3,3,4,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNu_NORe_SB>MCRu_NOR_SB@NOR,Northern,SB,21,535,CTNu,Camden Town (Edgware),648,MCRu,Mornington Crescent,191,12,32,60,35,30,22,0,0,0,3,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNu_NORh_SB>MCRu_NOR_SB@NOR,Northern,SB,21,535,CTNu,Camden Town (High Barnet),648,MCRu,Mornington Crescent,186,7,33,60,34,30,22,0,0,0,0,1,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCRu_NOR_SB>EUSu_NORx_SB@NOR,Northern,SB,22,648,MCRu,Mornington Crescent,574,EUSu,Euston LU,377,19,65,120,68,61,44,0,0,0,3,3,3,5,5,5,5,5,5,6,6,6,6,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUSu_NORx_SB>WSTu_NOR_SB@NOR,Northern,SB,23,574,EUSu,Euston LU,745,WSTu,Warren Street,377,18,65,120,69,60,45,0,0,0,3,3,3,4,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSTu_NOR_SB>GSTu_NOR_SB@NOR,Northern,SB,24,745,WSTu,Warren Street,586,GSTu,Goodge Street,377,18,65,120,68,61,45,0,0,0,2,3,3,5,5,5,5,5,5,6,6,5,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTu_NOR_SB>TCRu_NOR_SB@NOR,Northern,SB,25,586,GSTu,Goodge Street,728,TCRu,Tottenham Court Road,377,17,65,120,69,60,46,0,0,0,2,3,3,4,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCRu_NOR_SB>LSQu_NOR_SB@NOR,Northern,SB,26,728,TCRu,Tottenham Court Road,631,LSQu,Leicester Square,377,17,65,120,68,61,46,0,0,0,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSQu_NOR_SB>CHXu_NOR_SB@NOR,Northern,SB,27,631,LSQu,Leicester Square,718,CHXu,Charing Cross LU,377,16,65,120,69,60,47,0,0,0,2,3,3,4,4,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHXu_NOR_SB>EMBu_NOR_SB@NOR,Northern,SB,28,718,CHXu,Charing Cross LU,542,EMBu,Embankment,377,16,65,120,68,61,47,0,0,0,1,3,3,4,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBu_NOR_SB>WLOu_NOR_SB@NOR,Northern,SB,29,542,EMBu,Embankment,747,WLOu,Waterloo LU,377,16,64,121,67,62,47,0,0,0,1,3,3,4,5,5,5,5,5,5,6,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WLOu_NOR_SB>KENu_NORx_SB@NOR,Northern,SB,30,747,WLOu,Waterloo LU,616,KENu,Kennington,377,15,65,120,68,61,48,0,0,0,1,3,3,3,5,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENu_NORb_SB>OVLu_NOR_SB@NOR,Northern,SB,31,616,KENu,Kennington,668,OVLu,Oval,378,12,65,120,68,63,50,0,0,0,0,1,3,4,4,6,4,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,5,7,5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENu_NORx_SB>OVLu_NOR_SB@NOR,Northern,SB,31,616,KENu,Kennington,668,OVLu,Oval,44,3,15,0,14,5,7,0,0,0,0,1,0,0,2,0,2,2,1,2,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNu_NORe_SB>EUSu_NORb_SB@NOR,Northern,SB,32,535,CTNu,Camden Town (Edgware),574,EUSu,Euston LU,188,9,33,60,35,30,21,0,0,0,0,1,3,3,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNu_NORh_SB>EUSu_NORb_SB@NOR,Northern,SB,32,535,CTNu,Camden Town (High Barnet),574,EUSu,Euston LU,190,10,32,60,35,31,22,0,0,0,2,2,1,2,3,2,3,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUSu_NORb_SB>KXXu_NOR_SB@NOR,Northern,SB,33,574,EUSu,Euston LU,625,KXXu,King's Cross St. Pancras,378,18,65,120,70,61,44,0,0,0,2,3,3,5,5,5,5,5,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
